Time Slot,Distance(m),FreeSpacePathLossWithoutAntennas(dB),Power(dBm),PathGain(dB),TransmissionLoss(dB),PathLoss(dB),ExcessPathLoss(dB),Phase(deg),FreeSpacePathLoss(dB),MeanTimeOfArrival(sec)
802,672.589,95.0305,-97.0363,-103.987,103.987,103.987,5.6121,33.6109,98.3746,2.29E-06
803,687.844,95.2254,-99.7756,-106.726,106.726,106.726,3.67916,-23.1577,103.047,2.37E-06
804,672.493,95.0293,-96.1694,-103.12,103.12,103.12,4.51401,115.144,98.6058,2.28E-06
805,672.399,95.0281,-96.2601,-103.21,103.21,103.21,4.36214,-165.855,98.8483,2.28E-06
806,672.309,95.0269,-96.439,-103.389,103.389,103.389,4.28589,-100.943,99.1034,2.26E-06
807,672.221,95.0258,-99.0338,-105.984,105.984,105.984,6.87483,-52.0586,99.1093,2.26E-06
808,672.137,95.0247,-99.0445,-105.995,105.995,105.995,7.02819,-11.9257,98.9667,2.27E-06
809,672.057,95.0237,-97.4135,-104.364,104.364,104.364,5.52509,40.264,98.8388,2.27E-06
810,671.98,95.0227,-98.8094,-105.76,105.76,105.76,7.03111,54.868,98.7286,2.27E-06
811,671.908,95.0217,-98.1562,-105.107,105.107,105.107,6.92058,34.619,98.1859,2.27E-06
812,671.841,95.0209,-99.1491,-106.099,106.099,106.099,8.63684,29.7935,97.4626,2.26E-06
813,671.779,95.0201,-99.5813,-106.532,106.532,106.532,9.73541,2.62316,96.7963,2.28E-06
814,687.57,95.222,-100.846,-107.796,107.796,107.796,5.03351,68.8526,102.763,2.37E-06
815,671.722,95.0193,-94.7041,-101.654,101.654,101.654,5.47493,15.6838,96.1796,2.29E-06
816,671.671,95.0187,-98.4851,-105.435,105.435,105.435,9.22087,-74.5251,96.2146,2.31E-06
817,671.625,95.0181,-97.5859,-104.536,104.536,104.536,8.10973,-166.725,96.4265,2.33E-06
818,671.586,95.0176,-108.753,-115.703,115.703,115.703,19.063,-48.0102,96.6403,2.46E-06
819,671.554,95.0171,-98.0851,-105.035,105.035,105.035,8.1802,-36.294,96.8553,2.48E-06
820,671.529,95.0168,-118.256,-125.207,125.207,125.207,27.2206,-39.3487,97.9861,2.49E-06
821,671.51,95.0166,-102.802,-109.753,109.753,109.753,10.3505,-4.36199,99.4021,2.51E-06
822,671.5,95.0164,-102.713,-109.664,109.664,109.664,8.54733,-28.6367,101.116,2.55E-06
823,671.497,95.0164,-102.313,-109.263,109.263,109.263,6.04171,5.02642,103.221,2.56E-06
824,671.503,95.0165,-104.705,-111.655,111.655,111.655,8.84047,-93.5974,102.815,2.62E-06
825,687.293,95.2185,-100.829,-107.78,107.78,107.78,5.30154,167.985,102.478,2.37E-06
826,671.517,95.0167,-99.4249,-106.375,106.375,106.375,3.97382,-123.437,102.401,2.61E-06
827,671.54,95.017,-118.31,-125.261,125.261,125.261,23.2623,-138.462,101.998,2.92E-06
828,671.572,95.0174,-107.547,-114.497,114.497,114.497,12.8915,27.9218,101.605,2.98E-06
829,671.613,95.0179,-111.808,-118.758,118.758,118.758,16.8817,-39.6466,101.877,2.98E-06
830,671.665,95.0186,-107.607,-114.558,114.558,114.558,12.3349,171.843,102.223,3.03E-06
831,671.726,95.0194,-104.578,-111.528,111.528,111.528,8.94937,95.9528,102.579,3.29E-06
832,671.798,95.0203,-101.469,-108.419,108.419,108.419,5.48521,-135.567,102.934,3.03E-06
833,671.881,95.0214,-104.59,-111.541,111.541,111.541,8.70173,14.9885,102.839,2.96E-06
834,671.974,95.0226,-102.728,-109.678,109.678,109.678,7.25077,104.583,102.427,2.87E-06
835,672.079,95.0239,-99.0922,-106.043,106.043,106.043,4.00293,-128.849,102.04,2.76E-06
836,687.012,95.2149,-99.4975,-106.448,106.448,106.448,4.24998,-78.1439,102.198,2.36E-06
837,672.195,95.0254,-101.028,-107.979,107.979,107.979,6.25614,-18.8471,101.722,2.71E-06
838,672.324,95.0271,-105.002,-111.953,111.953,111.953,10.518,13.2939,101.435,2.69E-06
839,672.464,95.0289,-100.962,-107.913,107.913,107.913,6.59466,22.605,101.318,2.67E-06
840,672.617,95.0309,-105.985,-112.936,112.936,112.936,11.6565,52.6729,101.279,2.69E-06
841,672.783,95.033,-100.649,-107.6,107.6,107.6,6.32071,13.5112,101.279,2.70E-06
842,672.962,95.0353,-100.499,-107.45,107.45,107.45,6.13101,-24.686,101.319,2.66E-06
843,673.154,95.0378,-102.525,-109.476,109.476,109.476,8.08116,-92.7755,101.394,2.64E-06
844,673.36,95.0405,-101.794,-108.745,108.745,108.745,7.26345,163.861,101.481,2.64E-06
845,673.579,95.0433,-107.874,-114.824,114.824,114.824,12.8089,3.51969,102.015,2.63E-06
846,673.813,95.0463,-106.314,-113.265,113.265,113.265,10.6966,-170.789,102.568,2.63E-06
847,686.729,95.2113,-99.127,-106.077,106.077,106.077,4.15211,21.6595,101.925,2.36E-06
848,674.061,95.0495,-103.872,-110.822,110.822,110.822,7.68528,15.3685,103.137,2.62E-06
849,674.324,95.0529,-104.447,-111.397,111.397,111.397,7.68984,149.753,103.707,2.62E-06
850,674.602,95.0565,-108.014,-114.964,114.964,114.964,10.7924,-119.604,104.172,2.63E-06
851,674.895,95.0603,-107.691,-114.641,114.641,114.641,10.0882,-59.4526,104.553,2.63E-06
852,675.203,95.0642,-106.138,-113.089,113.089,113.089,8.23058,-33.8919,104.858,2.63E-06
853,675.526,95.0684,-110.63,-117.58,117.58,117.58,13.0591,-46.1529,104.521,2.63E-06
854,675.866,95.0728,-108.584,-115.534,115.534,115.534,11.3215,-102.583,104.213,2.66E-06
855,676.222,95.0773,-107.548,-114.499,114.499,114.499,10.5584,-152.499,103.94,2.64E-06
856,676.593,95.0821,-110.089,-117.039,117.039,117.039,13.3358,124.661,103.703,2.64E-06
857,676.982,95.0871,-117.394,-124.344,124.344,124.344,20.8516,-11.6349,103.492,2.64E-06
858,686.443,95.2077,-100.983,-107.934,107.934,107.934,6.18198,129.991,101.752,2.36E-06
859,677.386,95.0923,-120.328,-127.278,127.278,127.278,23.9521,81.8394,103.326,2.65E-06
860,677.808,95.0977,-111.568,-118.518,118.518,118.518,15.3062,-102.393,103.212,2.65E-06
861,678.246,95.1033,-115.007,-121.958,121.958,121.958,18.821,6.55459,103.137,2.66E-06
862,678.702,95.1092,-118.082,-125.033,125.033,125.033,21.9051,-4.51339,103.128,2.66E-06
863,679.175,95.1152,-110.701,-117.651,117.651,117.651,14.5002,23.4304,103.151,2.67E-06
864,679.665,95.1215,-115.304,-122.254,122.254,122.254,19.1096,79.2328,103.144,2.67E-06
865,686.155,95.2041,-99.8261,-106.776,106.776,106.776,5.11746,-74.0935,101.659,2.35E-06
866,685.864,95.2004,-102.091,-109.042,109.042,109.042,7.47061,44.9626,101.571,2.35E-06
867,685.571,95.1967,-103.856,-110.807,110.807,110.807,9.32052,-156.692,101.486,2.35E-06
868,685.277,95.1929,-101.145,-108.095,108.095,108.095,6.69386,-18.0658,101.401,2.35E-06
869,684.98,95.1892,-102.406,-109.357,109.357,109.357,8.0417,128.417,101.315,2.35E-06
870,684.682,95.1854,-99.3764,-106.327,106.327,106.327,5.09998,-62.4159,101.227,2.35E-06
871,684.382,95.1816,-98.1858,-105.136,105.136,105.136,3.99962,90.0197,101.137,2.35E-06
872,684.081,95.1778,-100.21,-107.16,107.16,107.16,6.11438,-113.787,101.046,2.35E-06
873,683.778,95.1739,-98.1581,-105.108,105.108,105.108,4.154,47.0212,100.954,2.36E-06
874,683.475,95.1701,-98.9907,-105.941,105.941,105.941,5.077,-147.635,100.864,2.36E-06
875,683.17,95.1662,-99.937,-106.887,106.887,106.887,6.09299,36.6221,100.794,2.36E-06
876,682.864,95.1623,-98.4267,-105.377,105.377,105.377,4.63786,-161.157,100.739,2.36E-06
877,682.557,95.1584,-99.5141,-106.464,106.464,106.464,5.77919,20.483,100.685,2.36E-06
878,682.25,95.1545,-99.8403,-106.791,106.791,106.791,6.1585,-156.501,100.632,2.37E-06
879,681.942,95.1505,-100.536,-107.486,107.486,107.486,6.9063,22.622,100.58,2.37E-06
880,681.633,95.1466,-98.8898,-105.84,105.84,105.84,5.31299,-148.675,100.527,2.37E-06
881,681.324,95.1427,-100.806,-107.756,107.756,107.756,7.2819,30.9272,100.475,2.37E-06
882,681.015,95.1387,-107.397,-114.347,114.347,114.347,13.9256,-148.727,100.422,2.37E-06
883,680.705,95.1348,-104.138,-111.088,111.088,111.088,10.72,28.7567,100.368,2.36E-06
884,680.396,95.1308,-106.266,-113.216,113.216,113.216,12.9011,-160.158,100.315,2.35E-06
885,680.086,95.1269,-105.933,-112.884,112.884,112.884,12.6219,62.6459,100.262,2.37E-06
886,679.777,95.1229,-110.142,-117.093,117.093,117.093,16.8839,-164.111,100.209,2.35E-06
887,679.467,95.1189,-103.2,-110.15,110.15,110.15,9.99446,22.0097,100.156,2.35E-06
888,679.158,95.115,-102.095,-109.045,109.045,109.045,8.94118,-168.941,100.104,2.35E-06
889,678.849,95.111,-102.844,-109.795,109.795,109.795,9.74267,12.0463,100.052,2.35E-06
890,678.54,95.1071,-100.416,-107.366,107.366,107.366,7.36515,-166.016,100.001,2.36E-06
891,678.231,95.1031,-100.285,-107.235,107.235,107.235,7.26172,28.3511,99.9732,2.33E-06
892,677.924,95.0992,-98.2269,-105.177,105.177,105.177,5.21799,-140.662,99.9593,2.33E-06
893,677.616,95.0952,-98.8245,-105.775,105.775,105.775,5.82985,44.6328,99.945,2.33E-06
894,677.31,95.0913,-95.942,-102.892,102.892,102.892,2.96198,-136.093,99.9304,2.33E-06
895,677.004,95.0874,-97.0872,-104.038,104.038,104.038,4.12213,53.8912,99.9154,2.35E-06
896,676.699,95.0835,-97.1931,-104.143,104.143,104.143,4.24329,-138.629,99.9002,2.34E-06
897,676.394,95.0796,-95.5055,-102.456,102.456,102.456,2.57119,38.7446,99.8846,2.34E-06
898,676.091,95.0757,-94.2071,-101.157,101.157,101.157,1.28868,-127.432,99.8688,2.34E-06
899,675.788,95.0718,-97.1818,-104.132,104.132,104.132,4.27956,49.9123,99.8526,2.34E-06
900,675.486,95.0679,-95.9243,-102.875,102.875,102.875,3.03838,-154.958,99.8362,2.35E-06
901,675.186,95.064,-94.8928,-101.843,101.843,101.843,2.02358,26.1919,99.8196,2.44E-06
902,674.886,95.0602,-97.9282,-104.879,104.879,104.879,5.07583,-154.431,99.8027,2.43E-06
903,674.588,95.0563,-96.7154,-103.666,103.666,103.666,3.88009,-14.0766,99.7856,2.43E-06
904,674.291,95.0525,-93.5091,-100.459,100.459,100.459,0.691062,167.638,99.7684,2.43E-06
905,673.994,95.0487,-96.9472,-103.898,103.898,103.898,4.14663,-34.7355,99.7509,2.33E-06
906,673.699,95.0449,-95.459,-102.409,102.409,102.409,2.676,126.695,99.7334,2.33E-06
907,673.406,95.0411,-97.5369,-104.487,104.487,104.487,4.77148,-63.2958,99.7158,2.33E-06
908,673.114,95.0373,-99.4512,-106.402,106.402,106.402,6.70346,65.0006,99.6981,2.41E-06
909,672.823,95.0336,-96.5692,-103.52,103.52,103.52,3.83927,-150.174,99.6803,2.41E-06
910,672.533,95.0298,-96.4342,-103.385,103.385,103.385,3.72209,4.03798,99.6625,2.38E-06
911,672.246,95.0261,-98.1002,-105.051,105.051,105.051,5.40589,-178.358,99.6447,2.39E-06
912,671.959,95.0224,-102.163,-109.113,109.113,109.113,9.48654,-64.8027,99.6268,2.31E-06
913,671.675,95.0187,-100.39,-107.34,107.34,107.34,7.73136,60.959,99.609,2.31E-06
914,671.392,95.0151,-99.8304,-106.781,106.781,106.781,7.18953,-166.475,99.5912,2.30E-06
915,671.111,95.0114,-101.162,-108.113,108.113,108.113,8.53914,-23.5996,99.5734,2.30E-06
916,670.831,95.0078,-104.855,-111.806,111.806,111.806,12.25,105.266,99.5556,2.29E-06
917,670.553,95.0042,-107.685,-114.635,114.635,114.635,15.0977,-166.307,99.5378,2.29E-06
918,670.277,95.0006,-104.533,-111.483,111.483,111.483,11.9633,-53.5085,99.52,2.29E-06
919,670.003,94.9971,-104.155,-111.105,111.105,111.105,11.6029,66.1943,99.5023,2.32E-06
920,669.73,94.9935,-109.229,-116.179,116.179,116.179,16.6935,-96.1686,99.4858,2.33E-06
921,669.459,94.99,-115.418,-122.369,122.369,122.369,22.894,134.54,99.4747,2.31E-06
922,669.19,94.9865,-111.04,-117.99,117.99,117.99,18.5268,159.458,99.4637,2.29E-06
923,668.923,94.983,-111.653,-118.604,118.604,118.604,19.1512,-76.7917,99.4527,2.29E-06
924,668.658,94.9796,-116.363,-123.313,123.313,123.313,23.8713,9.82709,99.4417,2.28E-06
925,668.395,94.9762,-110.449,-117.4,117.4,117.4,17.9689,69.5951,99.4307,2.28E-06
926,668.134,94.9728,-104.458,-111.408,111.408,111.408,11.9885,178.742,99.4198,2.28E-06
927,667.874,94.9694,-103.881,-110.832,110.832,110.832,11.4228,-93.1272,99.4088,2.28E-06
928,667.617,94.9661,-104.979,-111.929,111.929,111.929,12.5313,-20.3662,99.3979,2.28E-06
929,667.362,94.9627,-100.828,-107.779,107.779,107.779,8.39186,36.2181,99.3869,2.27E-06
930,667.109,94.9594,-99.5035,-106.454,106.454,106.454,7.07783,100.679,99.3761,2.27E-06
931,666.857,94.9562,-99.2252,-106.176,106.176,106.176,6.81046,170.662,99.3651,2.27E-06
932,666.608,94.9529,-98.0413,-104.992,104.992,104.992,5.63742,-142.896,99.3542,2.27E-06
933,666.362,94.9497,-100.087,-107.038,107.038,107.038,7.69422,-86.4569,99.3433,2.27E-06
934,666.117,94.9465,-98.1854,-105.136,105.136,105.136,5.80337,-42.8732,99.3324,2.27E-06
935,665.875,94.9433,-95.9014,-102.852,102.852,102.852,3.5303,-4.27772,99.3215,2.27E-06
936,665.634,94.9402,-97.919,-104.869,104.869,104.869,5.55889,33.3157,99.3105,2.27E-06
937,665.396,94.9371,-94.3163,-101.267,101.267,101.267,1.96716,56.8209,99.2995,2.27E-06
938,665.161,94.934,-95.9991,-102.95,102.95,102.95,3.66099,84.2724,99.2885,2.27E-06
939,664.927,94.931,-100.149,-107.099,107.099,107.099,7.82203,167.867,99.2774,2.26E-06
940,664.696,94.9279,-97.4511,-104.401,104.401,104.401,5.13515,171.891,99.2663,2.26E-06
941,664.467,94.9249,-99.2814,-106.232,106.232,106.232,6.97662,162.826,99.2551,2.26E-06
942,664.24,94.922,-95.7956,-102.746,102.746,102.746,3.50207,-165.594,99.2439,2.26E-06
943,664.015,94.919,-99.0942,-106.045,106.045,106.045,6.81205,169.589,99.2326,2.26E-06
944,663.793,94.9161,-98.6336,-105.584,105.584,105.584,6.3629,173.431,99.2211,2.26E-06
945,663.573,94.9133,-95.5852,-102.536,102.536,102.536,3.32597,-161.276,99.2096,2.27E-06
946,663.356,94.9104,-98.2938,-105.244,105.244,105.244,6.04614,155.092,99.198,2.29E-06
947,663.14,94.9076,-99.7165,-106.667,106.667,106.667,7.48056,174.508,99.1863,2.30E-06
948,662.928,94.9048,-94.0823,-101.033,101.033,101.033,1.85826,123.993,99.1744,2.27E-06
949,662.717,94.902,-101.305,-108.255,108.255,108.255,9.09287,74.549,99.1624,2.28E-06
950,662.509,94.8993,-93.4655,-100.416,100.416,100.416,1.26564,83.3536,99.1502,2.27E-06
951,662.303,94.8966,-93.0496,-100,100,100,0.862144,-9.4209,99.1379,2.27E-06
952,662.099,94.8939,-95.767,-102.717,102.717,102.717,3.59198,-18.7018,99.1253,2.32E-06
953,661.898,94.8913,-89.811,-96.7614,96.7614,96.7614,-2.35126,-75.7065,99.1126,2.32E-06
954,661.7,94.8887,-95.0837,-102.034,102.034,102.034,2.93437,-164.807,99.0997,2.32E-06
955,661.503,94.8861,-92.4126,-99.3629,99.3629,99.3629,0.276326,-176.341,99.0866,2.33E-06
956,661.31,94.8836,-89.6669,-96.6172,96.6172,96.6172,-2.45605,66.297,99.0733,2.33E-06
957,661.118,94.881,-97.9855,-104.936,104.936,104.936,5.87622,0.732053,99.0597,2.33E-06
958,660.929,94.8786,-89.5897,-96.54,96.54,96.54,-2.50583,-61.4828,99.0458,2.33E-06
959,660.743,94.8761,-91.1457,-98.0961,98.0961,98.0961,-0.935667,172.423,99.0317,2.33E-06
960,660.559,94.8737,-96.5277,-103.478,103.478,103.478,4.46069,122.55,99.0174,2.33E-06
961,660.377,94.8713,-88.4402,-95.3905,95.3905,95.3905,-3.61215,11.9242,99.0027,2.32E-06
962,660.198,94.8689,-91.7624,-98.7128,98.7128,98.7128,-0.274913,-121.418,98.9877,2.32E-06
963,660.022,94.8666,-90.9928,-97.9431,97.9431,97.9431,-1.02928,-165.125,98.9724,2.32E-06
964,659.848,94.8643,-88.6659,-95.6162,95.6162,95.6162,-3.34056,42.3911,98.9568,2.32E-06
965,659.676,94.8621,-99.1103,-106.061,106.061,106.061,7.11986,-88.4082,98.9408,2.32E-06
966,659.506,94.8598,-90.7785,-97.7289,97.7289,97.7289,-1.19486,-177.52,98.9237,2.32E-06
967,659.339,94.8576,-91.1206,-98.0709,98.0709,98.0709,-0.831637,7.0352,98.9026,2.26E-06
968,659.175,94.8555,-93.5102,-100.461,100.461,100.461,1.57941,-102.538,98.8811,2.25E-06
969,659.013,94.8533,-91.345,-98.2953,98.2953,98.2953,-0.563896,113.04,98.8592,2.25E-06
970,658.853,94.8512,-91.7464,-98.6967,98.6967,98.6967,-0.140264,-27.9131,98.837,2.25E-06
971,658.696,94.8491,-94.6634,-101.614,101.614,101.614,2.79932,147.368,98.8144,2.25E-06
972,658.542,94.8471,-93.8709,-100.821,100.821,100.821,2.02979,32.4611,98.7915,2.24E-06
973,658.389,94.8451,-88.5951,-95.5455,95.5455,95.5455,-3.22261,-171.441,98.7681,2.24E-06
974,658.239,94.8431,-94.4931,-101.443,101.443,101.443,2.69907,52.9137,98.7444,2.24E-06
975,658.092,94.8412,-88.0372,-94.9876,94.9876,94.9876,-3.73261,-124.25,98.7202,2.24E-06
976,657.946,94.8393,-90.3227,-97.2731,97.2731,97.2731,-1.42258,66.7141,98.6956,2.23E-06
977,657.804,94.8374,-88.2027,-95.1531,95.1531,95.1531,-3.5176,-131.802,98.6707,2.23E-06
978,657.663,94.8355,-90.6383,-97.5887,97.5887,97.5887,-1.05656,66.1457,98.6453,2.23E-06
979,657.526,94.8337,-87.48,-94.4304,94.4304,94.4304,-4.18903,-151.473,98.6194,2.23E-06
980,657.39,94.8319,-93.6038,-100.554,100.554,100.554,1.961,36.3096,98.5931,2.23E-06
981,657.257,94.8301,-90.4234,-97.3737,97.3737,97.3737,-1.19265,156.264,98.5664,2.22E-06
982,657.126,94.8284,-95.7371,-102.687,102.687,102.687,4.14833,-18.9937,98.5392,2.22E-06
983,656.997,94.8267,-90.1436,-97.094,97.094,97.094,-1.41753,71.1241,98.5115,2.22E-06
984,656.871,94.825,-92.7911,-99.7414,99.7414,99.7414,1.2581,-109.234,98.4833,2.22E-06
985,656.747,94.8234,-89.2353,-96.1857,96.1857,96.1857,-2.26898,-22.7327,98.4546,2.22E-06
986,656.625,94.8218,-90.8901,-97.8404,97.8404,97.8404,-0.585041,151.166,98.4255,2.22E-06
987,656.506,94.8202,-88.8133,-95.7637,95.7637,95.7637,-2.6321,-133.316,98.3958,2.22E-06
988,656.389,94.8187,-89.8999,-96.8502,96.8502,96.8502,-1.51534,29.0504,98.3656,2.22E-06
989,656.274,94.8171,-88.374,-95.3243,95.3243,95.3243,-3.01054,83.4532,98.3349,2.22E-06
990,656.161,94.8156,-88.5084,-95.4588,95.4588,95.4588,-2.8448,-111.718,98.3036,2.22E-06
991,656.05,94.8142,-91.7119,-98.6622,98.6622,98.6622,0.390552,-64.9591,98.2717,2.21E-06
992,655.942,94.8127,-86.9439,-93.8943,93.8943,93.8943,-4.34502,94.0488,98.2393,2.21E-06
993,655.836,94.8113,-102.058,-109.008,109.008,109.008,10.802,120.084,98.2063,2.20E-06
994,655.732,94.8099,-86.2508,-93.2012,93.2012,93.2012,-4.97158,-88.5338,98.1728,2.20E-06
995,655.63,94.8086,-95.9444,-102.895,102.895,102.895,4.75612,96.3553,98.1386,2.20E-06
996,655.53,94.8073,-88.2101,-95.1605,95.1605,95.1605,-2.94335,59.8856,98.1038,2.20E-06
997,655.432,94.806,-85.1065,-92.0569,92.0569,92.0569,-6.0116,-113.853,98.0685,2.20E-06
998,655.336,94.8047,-100.425,-107.375,107.375,107.375,9.34281,-141.647,98.0325,2.20E-06
999,655.242,94.8035,-82.8466,-89.7969,89.7969,89.7969,-8.19896,2.43651,97.9959,2.19E-06
1000,655.151,94.8022,-92.3377,-99.2881,99.2881,99.2881,1.32949,163.615,97.9586,2.19E-06
1001,655.061,94.8011,-84.0641,-91.0144,91.0144,91.0144,-6.90628,103.588,97.9207,2.19E-06
1002,654.973,94.7999,-84.7315,-91.6819,91.6819,91.6819,-6.20966,-111.514,97.8916,2.19E-06
1003,654.887,94.7988,-89.0407,-95.991,95.991,95.991,-1.8796,165.332,97.8706,2.19E-06
1004,654.803,94.7976,-82.5292,-89.4795,89.4795,89.4795,-8.37025,-44.722,97.8498,2.19E-06
1005,654.721,94.7965,-92.1092,-99.0595,99.0595,99.0595,1.23044,155.614,97.8291,2.19E-06
1006,654.64,94.7955,-83.6421,-90.5925,90.5925,90.5925,-7.21597,-5.6601,97.8084,2.19E-06
1007,654.562,94.7944,-86.7424,-93.6927,93.6927,93.6927,-4.09514,153.313,97.7879,2.19E-06
1008,654.485,94.7934,-85.1758,-92.1261,92.1261,92.1261,-5.64126,-1.51424,97.7674,2.19E-06
1009,654.409,94.7924,-83.5282,-90.4785,90.4785,90.4785,-7.26853,162.122,97.7471,2.19E-06
1010,654.336,94.7914,-86.6357,-93.586,93.586,93.586,-4.14086,-31.9726,97.7269,2.19E-06
1011,654.264,94.7905,-83.4844,-90.4348,90.4348,90.4348,-7.27197,150.665,97.7067,2.19E-06
1012,654.193,94.7895,-86.5781,-93.5285,93.5285,93.5285,-4.15825,-60.2574,97.6867,2.19E-06
1013,654.124,94.7886,-85.5398,-92.4902,92.4902,92.4902,-5.17664,112.795,97.6668,2.19E-06
1014,654.056,94.7877,-85.8484,-92.7987,92.7987,92.7987,-4.84825,-95.1843,97.647,2.19E-06
1015,653.99,94.7868,-87.844,-94.7944,94.7944,94.7944,-2.83292,56.9598,97.6273,2.19E-06
1016,653.926,94.786,-86.8306,-93.781,93.781,93.781,-3.82674,-147.464,97.6077,2.19E-06
1017,653.862,94.7851,-87.6147,-94.565,94.565,94.565,-3.0232,15.221,97.5882,2.19E-06
1018,653.8,94.7843,-88.4163,-95.3667,95.3667,95.3667,-2.20216,145.105,97.5689,2.19E-06
1019,653.739,94.7835,-85.9682,-92.9185,92.9185,92.9185,-4.63111,-66.71,97.5496,2.19E-06
1020,653.679,94.7827,-85.3571,-92.3074,92.3074,92.3074,-5.22308,93.6664,97.5305,2.19E-06
1021,653.621,94.7819,-86.4324,-93.3828,93.3828,93.3828,-4.1287,-119.949,97.5115,2.19E-06
1022,653.563,94.7812,-87.249,-94.1994,94.1994,94.1994,-3.29323,14.5251,97.4926,2.19E-06
1023,653.506,94.7804,-91.0488,-97.9991,97.9991,97.9991,0.525244,136.701,97.4739,2.19E-06
1024,653.451,94.7797,-92.5562,-99.5066,99.5066,99.5066,2.05133,-117.901,97.4553,2.23E-06
1025,653.396,94.7789,-97.7449,-104.695,104.695,104.695,7.25854,-18.7272,97.4368,2.26E-06
1026,653.341,94.7782,-96.0115,-102.962,102.962,102.962,5.54346,54.4447,97.4184,2.56E-06
1027,653.288,94.7775,-100.08,-107.031,107.031,107.031,9.63038,61.9097,97.4002,2.60E-06
1028,653.235,94.7768,-101.536,-108.486,108.486,108.486,11.1016,-139.19,97.3846,2.63E-06
1029,653.183,94.7761,-98.8422,-105.793,105.793,105.793,8.38249,-146.571,97.4101,2.64E-06
1030,653.131,94.7754,-98.2955,-105.246,105.246,105.246,7.80874,123.853,97.4371,2.65E-06
1031,653.08,94.7747,-103.785,-110.736,110.736,110.736,13.2699,97.2776,97.4658,2.66E-06
1032,653.028,94.7741,-98.5244,-105.475,105.475,105.475,7.97857,-18.1872,97.4962,2.66E-06
1033,652.978,94.7734,-102.565,-109.516,109.516,109.516,11.9873,-73.3741,97.5284,2.66E-06
1034,652.927,94.7727,-97.8262,-104.777,104.777,104.777,7.2141,-151.978,97.5624,2.66E-06
1035,652.876,94.772,-104.452,-111.403,111.403,111.403,13.8044,167.794,97.5984,2.66E-06
1036,652.825,94.7713,-97.8801,-104.83,104.83,104.83,7.19426,74.0614,97.6362,2.65E-06
1037,652.774,94.7707,-100.809,-107.76,107.76,107.76,10.0835,47.9115,97.6762,2.65E-06
1038,652.722,94.77,-99.7925,-106.743,106.743,106.743,9.02473,-12.7789,97.7182,2.65E-06
1039,652.67,94.7693,-103.163,-110.113,110.113,110.113,12.3507,-19.7181,97.7624,2.64E-06
1040,652.618,94.7686,-105.568,-112.518,112.518,112.518,14.7095,-117.533,97.809,2.63E-06
1041,652.565,94.7679,-102.131,-109.081,109.081,109.081,11.2233,-108.851,97.858,2.62E-06
1042,652.511,94.7672,-113.221,-120.171,120.171,120.171,22.2599,-170.071,97.911,2.60E-06
1043,652.456,94.7664,-113.273,-120.223,120.223,120.223,22.2039,-79.9513,98.0195,2.49E-06
1044,652.4,94.7657,-98.9906,-105.941,105.941,105.941,7.80787,-99.6276,98.1331,2.46E-06
1045,652.343,94.7649,-97.2299,-104.18,104.18,104.18,5.92847,-146.992,98.2518,2.40E-06
1046,652.285,94.7642,-94.8234,-101.774,101.774,101.774,3.39817,-156.903,98.3756,2.30E-06
1047,652.225,94.7634,-95.8684,-102.819,102.819,102.819,4.31402,121.223,98.5047,2.21E-06
1048,652.163,94.7625,-92.5176,-99.4679,99.4679,99.4679,0.828775,-50.6151,98.6391,2.21E-06
1049,652.1,94.7617,-89.778,-96.7284,96.7284,96.7284,-2.01281,-153.314,98.7412,2.24E-06
1050,652.035,94.7608,-89.0801,-96.0305,96.0305,96.0305,-1.92752,102.168,97.958,2.29E-06
1051,651.968,94.7599,-92.213,-99.1634,99.1634,99.1634,1.37851,20.032,97.7849,2.32E-06
1052,651.902,94.759,-94.2455,-101.196,101.196,101.196,3.40757,-23.944,97.7883,2.20E-06
1053,651.835,94.7581,-84.735,-91.6854,91.6854,91.6854,-6.10645,163.85,97.7918,2.21E-06
1054,651.767,94.7572,-85.5354,-92.4858,92.4858,92.4858,-5.30967,-54.4301,97.7954,2.21E-06
1055,651.699,94.7563,-83.0626,-90.013,90.013,90.013,-7.78613,62.1614,97.7991,2.21E-06
1056,651.631,94.7554,-83.3134,-90.2638,90.2638,90.2638,-7.53915,-151.251,97.8029,2.21E-06
1057,651.562,94.7545,-89.0002,-95.9506,95.9506,95.9506,-1.85623,56.7585,97.8068,2.21E-06
1058,651.493,94.7536,-85.7011,-92.6515,92.6515,92.6515,-5.15929,-125.744,97.8108,2.22E-06
1059,651.423,94.7527,-87.142,-94.0923,94.0923,94.0923,-3.7225,-8.75489,97.8148,2.22E-06
1060,651.353,94.7517,-89.479,-96.4294,96.4294,96.4294,-1.38958,171.517,97.819,2.25E-06
1061,651.283,94.7508,-84.4037,-91.354,91.354,91.354,-6.46916,-21.5875,97.8232,2.25E-06
1062,651.212,94.7498,-86.4381,-93.3885,93.3885,93.3885,-4.43903,176.883,97.8275,2.25E-06
1063,651.141,94.7489,-87.124,-94.0743,94.0743,94.0743,-3.7576,-40.1108,97.8319,2.25E-06
1064,651.069,94.7479,-86.1467,-93.0971,93.0971,93.0971,-4.73942,148.514,97.8365,2.25E-06
1065,650.997,94.747,-87.3479,-94.2982,94.2982,94.2982,-3.54286,-48.6994,97.8411,2.25E-06
