Time Slot,Distance(m),FreeSpacePathLossWithoutAntennas(dB),Power(dBm),PathGain(dB),TransmissionLoss(dB),PathLoss(dB),ExcessPathLoss(dB),Phase(deg),FreeSpacePathLoss(dB),MeanTimeOfArrival(sec)
1595,506.983,92.5743,-97.2063,-104.157,104.157,104.157,8.69619,-169.027,95.4605,1.85E-06
1596,506.955,92.5738,-109.391,-116.341,116.341,116.341,20.931,60.2653,95.4101,1.86E-06
1597,506.928,92.5734,-107.857,-114.807,114.807,114.807,19.4479,113.424,95.3594,1.85E-06
1598,506.904,92.573,-93.2039,-100.154,100.154,100.154,4.84612,162.975,95.3082,1.85E-06
1599,506.882,92.5726,-91.8197,-98.7701,98.7701,98.7701,3.51345,-116.766,95.2567,1.84E-06
1600,506.862,92.5723,-89.4135,-96.3638,96.3638,96.3638,1.14486,-73.1001,95.219,1.84E-06
1601,506.843,92.5719,-87.764,-94.7144,94.7144,94.7144,-0.484123,-16.9222,95.1985,1.85E-06
1602,506.826,92.5716,-86.0922,-93.0425,93.0425,93.0425,-2.13578,44.2353,95.1783,1.85E-06
1603,506.811,92.5714,-85.6915,-92.6418,92.6418,92.6418,-2.51656,88.9425,95.1584,1.85E-06
1604,506.798,92.5712,-85.065,-92.0154,92.0154,92.0154,-3.12414,136.642,95.1395,1.85E-06
1605,506.786,92.571,-85.3803,-92.3306,92.3306,92.3306,-2.93257,-150.258,95.2632,1.85E-06
1606,506.776,92.5708,-84.7689,-91.7193,91.7193,91.7193,-3.78945,-91.7712,95.5087,1.85E-06
1607,506.768,92.5707,-87.0294,-93.9797,93.9797,93.9797,-1.59219,-43.4034,95.5719,1.85E-06
1608,506.763,92.5706,-89.6525,-96.6029,96.6029,96.6029,0.969287,-3.2586,95.6336,1.86E-06
1609,506.76,92.5705,-87.675,-94.6253,94.6253,94.6253,-1.06853,36.5668,95.6939,1.86E-06
1610,506.76,92.5705,-88.8399,-95.7903,95.7903,95.7903,0.0375621,69.8908,95.7527,1.86E-06
1611,506.762,92.5705,-92.4816,-99.4319,99.4319,99.4319,3.61531,96.5601,95.8166,1.86E-06
1612,506.766,92.5706,-95.0107,-101.961,101.961,101.961,6.06644,110.876,95.8946,1.85E-06
1613,506.774,92.5707,-95.9405,-102.891,102.891,102.891,6.91979,110.935,95.9711,1.85E-06
1614,506.784,92.5709,-95.3688,-102.319,102.319,102.319,6.27301,131.752,96.0462,1.85E-06
1615,506.797,92.5711,-95.1778,-102.128,102.128,102.128,6.0082,134.962,96.1199,1.86E-06
1616,506.813,92.5714,-93.1203,-100.071,100.071,100.071,3.87848,128.225,96.1922,1.86E-06
1617,506.832,92.5717,-91.1058,-98.0562,98.0562,98.0562,1.79304,128.172,96.2631,1.86E-06
1618,506.853,92.5721,-90.2585,-97.2089,97.2089,97.2089,0.87621,126.578,96.3327,1.86E-06
1619,506.878,92.5725,-89.3174,-96.2678,96.2678,96.2678,-0.133181,124.89,96.4009,1.86E-06
1620,506.906,92.573,-88.292,-95.2424,95.2424,95.2424,-1.19031,117.697,96.4327,1.86E-06
1621,506.938,92.5736,-88.2789,-95.2293,95.2293,95.2293,-1.21505,99.4157,96.4443,1.86E-06
1622,506.972,92.5741,-87.9957,-94.946,94.946,94.946,-1.5089,74.4375,96.4549,1.86E-06
1623,507.01,92.5748,-86.9741,-93.9244,93.9244,93.9244,-2.5401,48.3649,96.4645,1.86E-06
1624,507.051,92.5755,-87.5049,-94.4553,94.4553,94.4553,-2.0179,13.9298,96.4732,1.83E-06
1625,507.095,92.5763,-87.7946,-94.7449,94.7449,94.7449,-1.73588,-26.4181,96.4808,1.83E-06
1626,507.143,92.5771,-88.9078,-95.8582,95.8582,95.8582,-0.629401,-66.4371,96.4876,1.83E-06
1627,507.194,92.578,-92.4798,-99.4302,99.4302,99.4302,2.93677,-103.324,96.4934,1.83E-06
1628,507.249,92.5789,-94.8245,-101.775,101.775,101.775,5.27648,-146.546,96.4984,1.83E-06
1629,507.308,92.5799,-95.9827,-102.933,102.933,102.933,6.40201,-177.078,96.531,1.83E-06
1630,507.37,92.581,-91.8141,-98.7644,98.7644,98.7644,2.22826,139.51,96.5362,1.87E-06
1631,507.435,92.5821,-90.4089,-97.3592,97.3592,97.3592,0.818693,69.751,96.5405,1.85E-06
1632,507.504,92.5833,-90.8989,-97.8493,97.8493,97.8493,1.30519,-25.519,96.5441,1.85E-06
1633,507.577,92.5845,-92.0739,-99.0243,99.0243,99.0243,2.47734,-119.159,96.547,1.85E-06
1634,507.654,92.5858,-95.0208,-101.971,101.971,101.971,5.42205,165.84,96.5491,1.85E-06
1635,507.734,92.5872,-93.9573,-100.908,100.908,100.908,4.35703,110.292,96.5506,1.85E-06
1636,507.818,92.5886,-90.9268,-97.8772,97.8772,97.8772,1.32581,2.74368,96.5514,1.84E-06
1637,507.906,92.5901,-91.2377,-98.1881,98.1881,98.1881,1.63652,-125.439,96.5516,1.83E-06
1638,507.998,92.5917,-93.6493,-100.6,100.6,100.6,4.04845,101.583,96.5512,1.83E-06
1639,508.093,92.5933,-91.4803,-98.4306,98.4306,98.4306,1.88039,16.8526,96.5502,1.82E-06
1640,508.193,92.595,-88.3141,-95.2644,95.2644,95.2644,-1.28434,-133.786,96.5488,1.81E-06
1641,508.296,92.5968,-93.4246,-100.375,100.375,100.375,3.82811,77.78,96.5468,1.78E-06
1642,508.404,92.5986,-98.0667,-105.017,105.017,105.017,8.47268,-22.3248,96.5444,1.73E-06
1643,508.515,92.6005,-90.6288,-97.5792,97.5792,97.5792,1.0376,-173.663,96.5416,1.73E-06
1644,508.63,92.6025,-88.9802,-95.9305,95.9305,95.9305,-0.607763,-11.9923,96.5383,1.73E-06
1645,508.75,92.6046,-95.7035,-102.654,102.654,102.654,6.11918,173.885,96.5347,1.73E-06
1646,508.873,92.6067,-89.2745,-96.2249,96.2249,96.2249,-0.305845,46.1809,96.5307,1.73E-06
1647,509.001,92.6088,-88.2469,-95.1972,95.1972,95.1972,-1.32927,177.157,96.5265,1.73E-06
1648,509.132,92.6111,-99.1522,-106.103,106.103,106.103,9.58058,108.056,96.522,1.73E-06
1649,509.268,92.6134,-86.7985,-93.7489,93.7489,93.7489,-2.76832,-155.71,96.5172,1.74E-06
1650,509.407,92.6158,-90.9491,-97.8995,97.8995,97.8995,1.38735,-72.1441,96.5122,1.74E-06
1651,509.551,92.6182,-94.7756,-101.726,101.726,101.726,5.219,-179.687,96.507,1.74E-06
1652,509.699,92.6208,-86.7217,-93.672,93.672,93.672,-2.82955,-111.297,96.5016,1.73E-06
1653,509.851,92.6234,-99.9195,-106.87,106.87,106.87,10.3738,-66.5836,96.4961,1.73E-06
1654,510.008,92.626,-86.1244,-93.0747,93.0747,93.0747,-3.41574,-177.075,96.4904,1.73E-06
1655,510.168,92.6288,-87.6609,-94.6113,94.6113,94.6113,-1.87343,-122.732,96.4847,1.73E-06
1656,510.333,92.6316,-94.053,-101.003,101.003,101.003,4.52616,66.4938,96.4772,1.73E-06
1657,510.502,92.6344,-86.5283,-93.4787,93.4787,93.4787,-2.98387,117.835,96.4625,1.73E-06
1658,510.675,92.6374,-98.4586,-105.409,105.409,105.409,8.96132,-174.5,96.4476,1.73E-06
1659,510.852,92.6404,-86.7551,-93.7055,93.7055,93.7055,-2.72707,-33.0221,96.4325,1.74E-06
1660,511.034,92.6435,-88.6791,-95.6295,95.6295,95.6295,-0.787859,-29.5146,96.4173,1.74E-06
1661,511.22,92.6466,-88.3004,-95.2507,95.2507,95.2507,-1.1513,156.027,96.402,1.74E-06
1662,511.41,92.6499,-86.585,-93.5354,93.5354,93.5354,-2.8513,113.048,96.3867,1.74E-06
1663,511.604,92.6532,-94.1953,-101.146,101.146,101.146,4.77426,-68.0139,96.3714,1.75E-06
1664,511.803,92.6565,-87.5821,-94.5325,94.5325,94.5325,-1.82363,-132.688,96.3561,1.75E-06
1665,512.005,92.66,-99.9044,-106.855,106.855,106.855,10.5137,100.896,96.341,1.75E-06
1666,512.212,92.6635,-87.5898,-94.5402,94.5402,94.5402,-1.78576,-50.2221,96.3259,1.75E-06
1667,512.424,92.6671,-91.4053,-98.3556,98.3556,98.3556,2.04454,-156.661,96.3111,1.75E-06
1668,512.639,92.6707,-89.9315,-96.8818,96.8818,96.8818,0.585351,-10.551,96.2965,1.73E-06
1669,512.859,92.6745,-90.1564,-97.1067,97.1067,97.1067,0.830763,-133.869,96.276,1.73E-06
1670,513.083,92.6783,-92.8505,-99.8009,99.8009,99.8009,3.5474,-2.66809,96.2535,1.73E-06
1671,513.312,92.6821,-90.7512,-97.7015,97.7015,97.7015,1.46882,-151.32,96.2327,1.73E-06
1672,513.544,92.6861,-95.3825,-102.333,102.333,102.333,6.11931,-23.5073,96.2136,1.73E-06
1673,513.782,92.6901,-90.8394,-97.7898,97.7898,97.7898,1.59375,146.998,96.196,1.73E-06
1674,514.023,92.6942,-93.7936,-100.744,100.744,100.744,4.56391,-48.6285,96.18,1.73E-06
1675,514.269,92.6983,-89.5099,-96.4602,96.4602,96.4602,0.294752,64.1785,96.1655,1.73E-06
1676,514.519,92.7025,-88.911,-95.8614,95.8614,95.8614,-0.291042,-168.833,96.1524,1.73E-06
1677,514.773,92.7068,-87.3737,-94.3241,94.3241,94.3241,-1.81664,-83.0775,96.1407,1.73E-06
1678,515.032,92.7112,-85.7538,-92.7042,92.7042,92.7042,-3.42623,29.1694,96.1304,1.74E-06
1679,515.294,92.7156,-85.3085,-92.2589,92.2589,92.2589,-3.86255,114.556,96.1214,1.74E-06
1680,515.561,92.7201,-83.5075,-90.4578,90.4578,90.4578,-5.65585,-162.78,96.1137,1.74E-06
1681,515.833,92.7247,-84.8347,-91.785,91.785,91.785,-4.32213,-90.2034,96.1072,1.74E-06
1682,516.108,92.7293,-84.0795,-91.0298,91.0298,91.0298,-5.07206,-29.967,96.1019,1.74E-06
1683,516.388,92.7341,-84.7463,-91.6966,91.6966,91.6966,-4.40114,20.4324,96.0978,1.74E-06
1684,516.673,92.7388,-84.9618,-91.9121,91.9121,91.9121,-4.18261,43.2646,96.0948,1.74E-06
1685,516.961,92.7437,-84.9902,-91.9406,91.9406,91.9406,-4.15225,74.9317,96.0929,1.74E-06
1686,517.253,92.7486,-84.8464,-91.7968,91.7968,91.7968,-4.29526,85.4772,96.092,1.74E-06
1687,517.55,92.7536,-83.778,-90.7284,90.7284,90.7284,-5.36384,91.7721,96.0922,1.74E-06
1688,517.852,92.7586,-84.4456,-91.3959,91.3959,91.3959,-4.69749,90.1515,96.0934,1.75E-06
1689,518.157,92.7638,-83.8094,-90.7598,90.7598,90.7598,-5.33584,77.9304,96.0956,1.75E-06
1690,518.467,92.769,-84.3331,-91.2834,91.2834,91.2834,-4.81529,59.8117,96.0987,1.74E-06
1691,518.78,92.7742,-85.4633,-92.4136,92.4136,92.4136,-3.68917,26.7538,96.1028,1.74E-06
1692,519.098,92.7795,-84.758,-91.7083,91.7083,91.7083,-4.3994,-12.0852,96.1077,1.74E-06
1693,519.421,92.7849,-86.4578,-93.4082,93.4082,93.4082,-2.70278,-70.2819,96.111,1.74E-06
1694,519.747,92.7904,-85.8296,-92.7799,92.7799,92.7799,-3.33468,-131.987,96.1146,1.74E-06
1695,520.077,92.7959,-85.5955,-92.5458,92.5458,92.5458,-3.57369,160.441,96.1195,1.74E-06
